provincia,dedicacion,tipo_contrato,salario_bruto_ars,salario_neto_ars,sueldo_dolarizado,seniority,rol,anios_experiencia,modalidad,genero,tamanio_empresa,lenguajes,conformidad_ingresos,buscando_trabajo,lenguaje_principal,experiencia_bucket
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),11893000.0,8689000.0,False,Senior,Technical Leader,17,Híbrido (presencial y remoto),Hombre Cis,Más de 10000 personas,"Javascript, Python, TypeScript",3,"No, pero escucho ofertas.",Javascript,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2887449.0,2400000.0,False,Semi-Senior,Developer,5,Híbrido (presencial y remoto),Hombre Cis,Más de 10000 personas,"C, C++, C#, CSS, Dart, Java, Javascript, SQL, TypeScript",3,"No, pero escucho ofertas.",C,3-5 años
Buenos Aires,Full-Time,Staff (planta permanente),3469015.0,2874907.0,False,Junior,Developer,2,100% remoto,Hombre Cis,De 51 a 100 personas,"Ruby, SQL",3,"No, pero escucho ofertas.",Ruby,0-2 años
Santa Fe,Full-Time,Staff (planta permanente),3500000.0,3100000.0,False,Semi-Senior,QA / Tester,5,Híbrido (presencial y remoto),Mujer Cis,De 201 a 500 personas,SQL,3,"No, pero escucho ofertas.",SQL,3-5 años
Buenos Aires,Full-Time,Staff (planta permanente),6100000.0,5200000.0,False,Senior,Architect,18,Híbrido (presencial y remoto),Hombre Cis,De 1001 a 2000 personas,"Bash/Shell, Python, SQL",3,"No, pero escucho ofertas.",Bash/Shell,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5400000.0,4500000.0,False,Senior,Developer,6,Híbrido (presencial y remoto),Hombre Cis,De 1001 a 2000 personas,"Go, Kotlin, SQL",3,"No, estoy muy conforme.",Go,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4300000.0,2800000.0,False,Senior,"SME z/OS, MQ & Prog, PROD",48,100% remoto,Hombre Cis,Más de 10000 personas,"Assembler, COBOL",2,"No, pero escucho ofertas.",Assembler,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4658500.0,3751839.0,False,Junior,Product Owner,2,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,"CSS, HTML, Javascript, PHP, Python, SQL",3,"No, pero escucho ofertas.",CSS,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4300000.0,3500000.0,False,Senior,Developer,8,Híbrido (presencial y remoto),Hombre Cis,Más de 10000 personas,"Go, Java, Python",2,"No, pero escucho ofertas.",Go,6-10 años
Córdoba,Full-Time,Staff (planta permanente),2400000.0,2000000.0,False,Semi-Senior,Technical Leader,5,100% remoto,Mujer Cis,De 201 a 500 personas,"HTML, Java, Javascript, Kotlin, SQL, TypeScript",3,"No, estoy muy conforme.",HTML,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6900000.0,3700000.0,False,Senior,Consultant,32,Híbrido (presencial y remoto),Mujer Cis,De 11  a 50  personas,Ninguno de los anteriores,3,"No, pero escucho ofertas.",Ninguno de los anteriores,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,4500000.0,False,Semi-Senior,Manager / Director,5,100% presencial,Hombre Cis,De 1001 a 2000 personas,"CSS, HTML, Java, Javascript",1,"Sí, estoy buscando activamente.",CSS,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2100000.0,1750000.0,False,Junior,Product Owner,1,Híbrido (presencial y remoto),Hombre Cis,De 101 a 200 personas,Ninguno de los anteriores,2,"Sí, estoy buscando activamente.",Ninguno de los anteriores,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3200000.0,2700000.0,False,Senior,Automation / RPA,6,Híbrido (presencial y remoto),Hombre Cis,De 501 a 1000 personas,"Java, SQL",3,"No, estoy muy conforme.",Java,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3600000.0,3000000.0,False,Senior,UX Researcher,6,Híbrido (presencial y remoto),Hombre Cis,De 2001a 5000 personas,Ninguno de los anteriores,2,"No, pero escucho ofertas.",Ninguno de los anteriores,6-10 años
Córdoba,Full-Time,Staff (planta permanente),2500000.0,2075000.0,False,Semi-Senior,Developer,5,100% remoto,Hombre Cis,De 11  a 50  personas,"Bash/Shell, Java, Python, Scala, SQL",2,"No, pero escucho ofertas.",Bash/Shell,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5700000.0,4500000.0,False,Senior,Architect,30,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,".NET, Bash/Shell, Java, PHP, Python, SQL",3,"No, pero escucho ofertas.",.NET,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,3500000.0,False,Semi-Senior,Technical Writer,4,100% remoto,Mujer Cis,De 5001 a 10000 personas,Ninguno de los anteriores,3,"No, pero escucho ofertas.",Ninguno de los anteriores,3-5 años
Entre Ríos,Full-Time,Staff (planta permanente),4500000.0,3500000.0,False,Semi-Senior,Product Owner,3,Híbrido (presencial y remoto),Hombre Cis,De 1001 a 2000 personas,Ninguno de los anteriores,3,"No, estoy muy conforme.",Ninguno de los anteriores,3-5 años
Buenos Aires,Full-Time,Staff (planta permanente),2685789.0,2226486.0,False,Senior,QA / Tester,7,Híbrido (presencial y remoto),Mujer Cis,De 501 a 1000 personas,Python,3,"Sí, estoy buscando activamente.",Python,6-10 años
Santa Fe,Part-Time,Staff (planta permanente),1093781.0,875744.0,False,Senior,Developer,10,100% presencial,Mujer Cis,Más de 10000 personas,"HTML, Javascript, PHP",2,"No, pero escucho ofertas.",HTML,6-10 años
Ciudad Autónoma de Buenos Aires,Part-Time,Freelance,1200000.0,1200000.0,False,Senior,Developer,10,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,"C, C++, CSS, HTML, Javascript",2,"No, pero escucho ofertas.",C,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1014000.0,1014000.0,False,Senior,SysAdmin / DevOps / SRE,13,100% presencial,Mujer Cis,De 2 a 10 personas,Ninguno de los anteriores,1,"Sí, estoy buscando activamente.",Ninguno de los anteriores,10+ años
Córdoba,Full-Time,Staff (planta permanente),2600000.0,2100000.0,False,Semi-Senior,SysAdmin / DevOps / SRE,4,100% remoto,Hombre Cis,De 11  a 50  personas,"Bash/Shell, SQL",1,"Sí, estoy buscando activamente.",Bash/Shell,3-5 años
Buenos Aires,Full-Time,Staff (planta permanente),2713940.0,2255971.0,False,Senior,SysAdmin / DevOps / SRE,10,100% presencial,Hombre Cis,De 101 a 200 personas,Python,3,"No, pero escucho ofertas.",Python,6-10 años
Buenos Aires,Full-Time,Staff (planta permanente),4100000.0,4000000.0,False,Senior,Sales / Pre-Sales,20,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,Ninguno de los anteriores,2,"No, pero escucho ofertas.",Ninguno de los anteriores,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1200000.0,1050000.0,False,Semi-Senior,HelpDesk,3,100% presencial,Hombre Cis,De 51 a 100 personas,"CSS, HTML, PHP",2,"No, pero escucho ofertas.",CSS,3-5 años
Entre Ríos,Full-Time,Staff (planta permanente),2000000.0,180000.0,False,Senior,QA / Tester,8,Híbrido (presencial y remoto),Hombre Cis,De 101 a 200 personas,"Groovy, Python, SQL, TypeScript",2,"Sí, estoy buscando activamente.",Groovy,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2030000.0,1600000.0,False,Semi-Senior,Architect,3,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,"Bash/Shell, CSS, Python, SQL",3,"No, pero escucho ofertas.",Bash/Shell,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,4500000.0,False,Senior,UX/UI Designer,20,Híbrido (presencial y remoto),Hombre Cis,De 5001 a 10000 personas,"CSS, HTML, Javascript",4,"No, estoy muy conforme.",CSS,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2900000.0,2800000.0,False,Senior,Developer,8,100% presencial,Hombre Cis,De 2001a 5000 personas,"CSS, HTML, Javascript, PHP, ",2,"No, pero escucho ofertas.",CSS,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6000800.0,4725716.0,False,Senior,Technical Leader,19,Híbrido (presencial y remoto),Mujer Cis,De 51 a 100 personas,"HTML, Java, Javascript, SQL, TypeScript",3,"No, estoy muy conforme.",HTML,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1800000.0,1400000.0,False,Semi-Senior,Trainee?,3,Híbrido (presencial y remoto),Queer,De 201 a 500 personas,Ninguno de los anteriores,4,"No, estoy muy conforme.",Ninguno de los anteriores,3-5 años
San Luis,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1620000.0,1480000.0,False,Semi-Senior,BI Analyst / Data Analyst,3,100% remoto,Mujer Cis,De 101 a 200 personas,Ninguno de los anteriores,1,"No, pero escucho ofertas.",Ninguno de los anteriores,3-5 años
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3750000.0,3000000.0,False,Senior,Developer,14,100% remoto,Hombre Cis,De 11  a 50  personas,"CSS, HTML, Javascript, TypeScript",3,"No, pero escucho ofertas.",CSS,10+ años
Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,3500000.0,False,Senior,Manager / Director,17,100% presencial,Hombre Cis,De 101 a 200 personas,Ninguno de los anteriores,3,"No, pero escucho ofertas.",Ninguno de los anteriores,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1600000.0,1400000.0,False,Semi-Senior,SysAdmin / DevOps / SRE,4,100% presencial,Hombre Cis,De 101 a 200 personas,Ninguno de los anteriores,1,"Sí, estoy buscando activamente.",Ninguno de los anteriores,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2000000.0,1750000.0,False,Junior,Developer,2,Híbrido (presencial y remoto),Hombre Cis,De 201 a 500 personas,".NET, C#, CSS, HTML, Javascript, Python, SQL, TypeScript",3,"No, pero escucho ofertas.",.NET,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,3200000.0,False,Semi-Senior,Developer,5,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,"HTML, Javascript, TypeScript",3,"Sí, estoy buscando activamente.",HTML,3-5 años
Buenos Aires,Full-Time,Staff (planta permanente),3300000.0,3000000.0,False,Senior,Scrum Master,30,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,"CSS, HTML, Javascript, PHP, SQL",3,"No, estoy muy conforme.",CSS,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,3400000.0,False,Semi-Senior,Data Engineer,4,Híbrido (presencial y remoto),Hombre Cis,De 201 a 500 personas,"Bash/Shell, Python, SQL",3,"No, pero escucho ofertas.",Bash/Shell,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4400000.0,3300000.0,False,Senior,SysAdmin / DevOps / SRE,8,Híbrido (presencial y remoto),Mujer Cis,De 11  a 50  personas,"Python, SQL",3,"No, pero escucho ofertas.",Python,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1700000.0,1700000.0,False,Junior,"Mayormente hago soporte a aplicaciones, cuando sobra tiempo hago desarrollo.",2,Híbrido (presencial y remoto),Hombre Cis,Más de 10000 personas,".NET, C#, HTML, Javascript, SQL",1,"Sí, estoy buscando activamente.",.NET,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1600000.0,1350000.0,False,Semi-Senior,HelpDesk,4,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,Ninguno de los anteriores,2,"No, pero escucho ofertas.",Ninguno de los anteriores,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2550000.0,2095000.0,False,Semi-Senior,IT Admin / Funcional,3,100% remoto,Hombre Cis,De 5001 a 10000 personas,Ninguno de los anteriores,3,"No, pero escucho ofertas.",Ninguno de los anteriores,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3300000.0,2750000.0,False,Semi-Senior,Developer,4,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,"CSS, HTML, Java, SQL",3,"No, pero escucho ofertas.",CSS,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5400000.0,4600000.0,False,Senior,Developer,12,Híbrido (presencial y remoto),Hombre Cis,De 201 a 500 personas,"Javascript, Python, SQL",3,"No, pero escucho ofertas.",Javascript,10+ años
Buenos Aires,Full-Time,Staff (planta permanente),4559000.0,3849000.0,False,Senior,Technical Leader,6,100% remoto,Hombre Cis,De 51 a 100 personas,"HTML, Java, Javascript, SQL",3,"No, pero escucho ofertas.",HTML,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2200000.0,2000000.0,False,Junior,Developer,2,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,".NET, C#",3,"No, pero escucho ofertas.",.NET,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3700000.0,3050000.0,False,Semi-Senior,BI Analyst / Data Analyst,5,Híbrido (presencial y remoto),Hombre Cis,Más de 10000 personas,SQL,3,"Sí, estoy buscando activamente.",SQL,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5200000.0,4100000.0,False,Senior,Technical Leader,10,Híbrido (presencial y remoto),Hombre Cis,De 11  a 50  personas,"Javascript, Python, SQL, TypeScript",2,"No, pero escucho ofertas.",Javascript,6-10 años
Buenos Aires,Full-Time,Staff (planta permanente),1831895.0,1520473.0,False,Semi-Senior,BI Analyst / Data Analyst,4,Híbrido (presencial y remoto),Mujer Cis,De 201 a 500 personas,Ninguno de los anteriores,2,"Sí, estoy buscando activamente.",Ninguno de los anteriores,3-5 años
Buenos Aires,Full-Time,Staff (planta permanente),3500000.0,3200000.0,False,Senior,Networking,20,Híbrido (presencial y remoto),Hombre Cis,De 201 a 500 personas,"HTML, Javascript, PHP, Python, SQL",2,"No, estoy muy conforme.",HTML,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6000000.0,5000000.0,False,Senior,Sales / Pre-Sales,15,100% remoto,Hombre Cis,De 51 a 100 personas,Ninguno de los anteriores,4,"No, estoy muy conforme.",Ninguno de los anteriores,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),4000000.0,3180000.0,False,Senior,Developer,28,Híbrido (presencial y remoto),Hombre Cis,De 501 a 1000 personas,"Java, Javascript",1,"No, pero escucho ofertas.",Java,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,2500000.0,2500000.0,False,Semi-Senior,Developer,5,100% remoto,Mujer Cis,De 51 a 100 personas,Dart,2,"No, pero escucho ofertas.",Dart,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2775861.0,2373965.0,False,Senior,SysAdmin / DevOps / SRE,8,Híbrido (presencial y remoto),Hombre Cis,De 201 a 500 personas,"Bash/Shell, Python",1,"No, pero escucho ofertas.",Bash/Shell,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3600000.0,2900000.0,False,Senior,Developer,12,100% remoto,Hombre Cis,De 11  a 50  personas,SQL,4,"No, estoy muy conforme.",SQL,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2000000.0,,False,Semi-Senior,Developer,3,Híbrido (presencial y remoto),Hombre Cis,De 501 a 1000 personas,"CSS, HTML, Javascript, PHP, SQL",2,"Sí, estoy buscando activamente.",CSS,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4750000.0,3715000.0,False,Semi-Senior,Data Scientist,4,100% remoto,Mujer Cis,De 5001 a 10000 personas,"Python, SQL",4,"No, pero escucho ofertas.",Python,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6147792.0,4505000.0,False,Senior,Data Engineer,16,Híbrido (presencial y remoto),Hombre Cis,De 201 a 500 personas,"Python, Ruby, SQL",2,"No, pero escucho ofertas.",Python,10+ años
Córdoba,Full-Time,Staff (planta permanente),4402947.0,3663097.0,False,Senior,SysAdmin / DevOps / SRE,10,100% remoto,Hombre Cis,De 51 a 100 personas,"Bash/Shell, Python",4,"No, pero escucho ofertas.",Bash/Shell,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3110000.0,2560000.0,False,Semi-Senior,Developer,4,Híbrido (presencial y remoto),Mujer Cis,Más de 10000 personas,"Go, Java, Javascript, Kotlin, SQL, TypeScript",2,"No, pero escucho ofertas.",Go,3-5 años
Buenos Aires,Full-Time,Staff (planta permanente),1000000.0,1000000.0,False,Junior,Developer,0,100% remoto,Hombre Cis,De 11  a 50  personas,".NET, C#, CSS, HTML, Javascript",3,"No, pero escucho ofertas.",.NET,0-2 años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2500000.0,2100000.0,False,Semi-Senior,Data Engineer,4,100% remoto,Hombre Cis,De 101 a 200 personas,"Python, SQL",3,"No, pero escucho ofertas.",Python,3-5 años
Córdoba,Full-Time,Freelance,2760000.0,2720000.0,False,Junior,Developer,2,Híbrido (presencial y remoto),Hombre Cis,De 101 a 200 personas,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",3,"No, pero escucho ofertas.",Bash/Shell,0-2 años
Córdoba,Full-Time,Staff (planta permanente),2954997.0,2452647.0,False,Senior,HelpDesk,9,Híbrido (presencial y remoto),Hombre Cis,1 (solamente yo),Ninguno de los anteriores,3,"No, pero escucho ofertas.",Ninguno de los anteriores,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,3660000.0,False,Senior,Manager / Director,10,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,Ninguno de los anteriores,3,"No, pero escucho ofertas.",Ninguno de los anteriores,6-10 años
Buenos Aires,Full-Time,Staff (planta permanente),2100000.0,2600000.0,False,Senior,Developer,10,Híbrido (presencial y remoto),Hombre Cis,De 201 a 500 personas,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",2,"No, pero escucho ofertas.",Bash/Shell,6-10 años
Buenos Aires,Full-Time,Staff (planta permanente),3286394.81,2727707.7,False,Senior,Networking,10,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,Ninguno de los anteriores,2,"No, pero escucho ofertas.",Ninguno de los anteriores,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3843000.0,3205316.0,False,Semi-Senior,Infosec,4,Híbrido (presencial y remoto),Hombre Cis,De 51 a 100 personas,"Bash/Shell, Python",2,"Sí, estoy buscando activamente.",Bash/Shell,3-5 años
Santa Fe,Full-Time,Contractor,3500000.0,3000000.0,False,Semi-Senior,Developer,4,100% remoto,Hombre Cis,De 11  a 50  personas,TypeScript,3,"Sí, estoy buscando activamente.",TypeScript,3-5 años
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2600000.0,2300000.0,False,Senior,QA / Tester,12,Híbrido (presencial y remoto),Mujer Cis,Más de 10000 personas,Ninguno de los anteriores,1,"Sí, estoy buscando activamente.",Ninguno de los anteriores,10+ años
Buenos Aires,Full-Time,Staff (planta permanente),3300000.0,2400000.0,False,Senior,Consultant,10,Híbrido (presencial y remoto),Hombre Cis,De 5001 a 10000 personas,SQL,2,"Sí, estoy buscando activamente.",SQL,6-10 años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),8018525.0,6604836.0,False,Senior,Manager / Director,15,100% remoto,Mujer Cis,De 1001 a 2000 personas,"CSS, HTML, Javascript, PHP, Python, Swift",4,"No, pero escucho ofertas.",CSS,10+ años
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1588000.0,1311882.0,False,Senior,SysAdmin / DevOps / SRE,9,100% presencial,Hombre Cis,De 501 a 1000 personas,Bash/Shell,1,"No, pero escucho ofertas.",Bash/Shell,6-10 años
